Target_genes	ELK1|Average	SRX2424218|A549	SRX2424219|A549	SRX4637892|Dermal_fibroblast	SRX4637894|Dermal_fibroblast	SRX150425|GM12878	SRX028646|HeLa	SRX150406|HeLa	SRX10475061|Hep_G2	SRX10475062|Hep_G2	SRX2424280|IMR-90	SRX2424281|IMR-90	SRX186625|K-562	SRX2423865|MCF-7	SRX2423866|MCF-7	STRING
OXNAD1	213.214286	0	0	0	0	693	68	387	89	193	0	0	455	873	227	0
DPH3	213.214286	0	0	0	0	693	68	387	89	193	0	0	455	873	227	0
ZBTB45	213.000000	0	0	0	0	735	306	503	209	321	0	0	294	426	188	0
ZNF221	212.428571	0	0	0	0	673	304	441	125	303	0	0	417	573	138	0
PIGW	211.428571	0	0	0	0	644	345	484	0	102	0	0	294	866	225	0
MYO19	211.428571	0	0	0	0	644	345	484	0	102	0	0	294	866	225	0
SLC25A32	211.357143	0	0	0	0	389	206	417	75	170	0	0	261	1183	258	0
DCAF13	211.357143	0	0	0	0	389	206	417	75	170	0	0	261	1183	258	0
NUDT1	210.571429	0	0	0	0	509	284	523	146	178	0	0	240	917	151	0
MRM2	210.571429	0	0	0	0	509	284	523	146	178	0	0	240	917	151	0
GTF2H2C	210.571429	0	0	0	0	783	122	629	187	312	0	0	356	430	129	0
ZNF787	210.357143	0	0	0	0	313	167	227	0	100	0	0	254	1453	431	0
VPS72	210.285714	0	0	0	0	742	165	617	95	220	0	0	378	511	216	0
XRCC5	209.642857	0	0	0	0	184	265	555	286	257	0	0	213	904	271	0
NCBP2AS2	209.642857	0	0	0	0	663	349	454	118	249	0	0	171	662	269	0
NCBP2	209.642857	0	0	0	0	663	349	454	118	249	0	0	171	662	269	0
FBXO22	209.285714	0	0	0	0	583	239	489	121	168	0	0	227	819	284	0
ALG10B	208.857143	0	0	0	0	885	170	821	169	175	0	0	174	384	146	0
YARS1	208.000000	0	0	0	0	825	0	1020	273	353	0	0	273	168	0	0
S100PBP	208.000000	0	0	0	0	825	0	1020	273	353	0	0	273	168	0	0
ZNF593	207.785714	0	0	0	0	481	247	447	0	259	0	0	478	819	178	0
YKT6	207.785714	0	0	0	0	487	187	880	0	232	0	0	336	566	221	0
C1orf232	207.785714	0	0	0	0	481	247	447	0	259	0	0	478	819	178	0
ARC	207.714286	0	0	0	0	0	374	529	0	0	0	0	0	1377	628	0
TRAF7	207.642857	0	0	0	0	689	278	559	0	0	0	0	290	824	267	0
ENDOV	207.428571	0	0	0	0	349	276	492	0	128	0	0	188	1075	396	0
RAD50	207.285714	0	0	0	0	652	321	433	139	256	0	0	460	563	78	0
REXO5	206.928571	0	0	0	0	288	210	713	204	404	0	0	365	552	161	0
ERI2	206.928571	0	0	0	0	288	210	713	204	404	0	0	365	552	161	0
CYREN	206.642857	0	0	0	0	552	100	509	0	134	0	0	460	748	390	0
RUNDC1	206.428571	0	0	0	0	485	529	254	0	106	0	0	736	573	207	0
PTGES3L-AARSD1	206.428571	0	0	0	0	485	529	254	0	106	0	0	736	573	207	0
PTGES3L	206.428571	0	0	0	0	485	529	254	0	106	0	0	736	573	207	0
COX14	206.142857	0	0	0	0	408	236	352	0	0	0	0	248	1265	377	0
GLYCTK	206.071429	0	0	0	0	492	433	696	0	0	0	0	247	686	331	0
ZNHIT1	206.000000	0	0	0	0	471	240	246	0	0	0	0	482	1120	325	0
PLOD3	206.000000	0	0	0	0	471	240	246	0	0	0	0	482	1120	325	0
MRPL27	205.642857	0	0	0	0	427	181	588	190	204	0	0	253	873	163	0
EME1	205.642857	0	0	0	0	427	181	588	190	204	0	0	253	873	163	0
BLOC1S5	205.571429	0	0	0	0	385	159	832	135	255	0	0	411	559	142	0
NUP58	205.285714	0	0	0	0	785	224	516	161	166	0	0	270	526	226	0
MFSD4B	205.285714	0	0	0	0	569	404	434	0	158	0	0	223	882	204	0
MRPL52	205.142857	0	0	0	0	474	123	689	167	249	0	0	377	558	235	0
CHUK	205.142857	0	0	0	0	556	246	650	238	147	0	0	322	472	241	0
CDC37L1	205.000000	0	0	0	0	519	392	530	86	231	0	0	223	637	252	0
AAR2	205.000000	0	0	0	0	926	244	624	263	444	0	0	238	131	0	0
MAPK8IP3	204.928571	0	0	0	0	511	161	548	0	113	0	0	433	778	325	0
RPL37	204.357143	0	0	0	0	604	414	757	246	183	0	0	222	322	113	0
TAF7	203.928571	0	0	0	0	471	209	506	0	160	0	0	323	869	317	0
PDAP1	203.714286	0	0	0	0	435	319	414	0	154	0	0	324	944	262	0
IPPK	203.714286	0	0	0	0	727	194	608	0	129	0	0	264	741	189	0
BUD31	203.714286	0	0	0	0	435	319	414	0	154	0	0	324	944	262	0
MRPL38	203.285714	0	0	0	0	333	267	480	149	254	0	0	192	937	234	0
ZNF384	203.214286	0	0	0	0	669	278	540	106	218	0	0	223	646	165	0
HIPK1	203.142857	0	0	0	0	416	0	565	168	144	0	0	184	1136	231	0
DAPK3	202.928571	0	0	0	0	495	172	363	0	0	0	0	273	1230	308	0
MTRF1L	202.785714	0	0	0	0	552	240	325	148	348	0	0	410	627	189	0
RFWD3	202.642857	0	0	0	0	403	231	531	0	129	0	0	208	998	337	0
ZDHHC4	202.571429	0	0	0	0	688	226	840	83	265	0	0	298	436	0	0
ZFYVE16	202.428571	0	0	0	0	495	298	259	115	190	0	0	251	907	319	0
UBXN2B	202.214286	0	0	0	0	422	142	430	78	273	0	0	305	990	191	0
DHPS	202.071429	0	0	0	0	415	165	494	145	0	0	0	541	745	324	0
TTPAL	201.857143	0	0	0	0	561	204	526	193	237	0	0	266	627	212	0
MON1B	201.857143	0	0	0	0	463	251	362	138	130	0	0	150	1032	300	0
IQSEC3	201.857143	0	0	0	0	0	0	0	1352	1381	0	0	0	93	0	0
TMBIM6	201.714286	0	0	0	0	401	459	310	151	110	0	0	345	833	215	0
POM121C	201.714286	0	0	0	0	481	363	605	82	174	0	0	432	516	171	0
MLEC	201.500000	0	0	0	0	777	169	457	0	149	0	0	331	612	326	0
ZSCAN32	201.000000	0	0	0	0	394	155	405	0	129	0	0	342	1095	294	0
ZNF174	201.000000	0	0	0	0	394	155	405	0	129	0	0	342	1095	294	0
ADPRHL1	200.500000	0	0	0	0	305	544	726	100	202	0	0	254	472	204	0
TINF2	200.357143	0	0	0	0	283	414	278	274	379	0	0	109	831	237	0
USP19	200.285714	0	0	0	0	811	260	825	120	126	0	0	255	407	0	0
LYRM2	200.214286	0	0	0	0	440	326	372	0	125	0	0	371	895	274	0
RGL2	200.142857	0	0	0	0	786	161	568	118	214	0	0	343	414	198	0
UBL7	199.928571	0	0	0	0	618	225	656	0	192	0	0	258	672	178	0
ZNF121	199.857143	0	0	0	0	766	123	880	168	226	0	0	310	325	0	0
TBC1D17	199.571429	0	0	0	0	463	148	481	0	78	0	0	311	1068	245	0
CDK13	199.571429	0	0	0	0	391	431	420	111	142	0	0	207	778	314	0
AKT1S1	199.571429	0	0	0	0	463	148	481	0	78	0	0	311	1068	245	0
PHOSPHO2	199.500000	0	0	0	0	484	228	339	201	224	0	0	433	711	173	0
CCDC173	199.500000	0	0	0	0	484	228	339	201	224	0	0	433	711	173	0
TTC13	199.357143	0	0	0	0	665	149	500	117	141	0	0	365	709	145	0
C14orf119	199.214286	0	0	0	0	370	144	170	115	165	0	0	197	1107	521	0
ACIN1	199.214286	0	0	0	0	370	144	170	115	165	0	0	197	1107	521	0
CCAR2	197.785714	0	0	0	0	635	376	434	197	222	0	0	357	375	173	0
HIGD2B	197.714286	0	0	0	0	324	266	539	0	80	0	0	144	1154	261	0
BBS4	197.714286	0	0	0	0	324	266	539	0	80	0	0	144	1154	261	0
RUSF1	197.428571	0	0	0	0	501	0	618	285	283	0	0	442	437	198	0
ZNF875	197.285714	0	0	0	0	908	344	748	0	0	0	0	0	510	252	0
VPS52	197.000000	0	0	0	0	369	406	331	193	192	0	0	365	642	260	0
RPS18	197.000000	0	0	0	0	369	406	331	193	192	0	0	365	642	260	0
FBXW9	196.857143	0	0	0	0	608	209	779	92	212	0	0	428	428	0	0
DHX34	196.571429	0	0	0	0	344	214	253	0	121	0	0	392	1043	385	0
MYL12B	196.500000	0	0	0	0	279	121	206	0	59	0	0	141	1353	592	0
LRWD1	196.285714	0	0	0	0	678	0	388	0	141	0	0	383	948	210	0
ALKBH4	196.285714	0	0	0	0	678	0	388	0	141	0	0	383	948	210	0
LTV1	195.928571	0	0	0	0	312	115	253	108	206	0	0	515	848	386	0
CHAMP1	195.500000	0	0	0	0	775	212	408	0	330	0	0	355	516	141	0
FAM207A	195.285714	0	0	0	0	829	0	728	171	240	0	0	431	335	0	0
ARPC3	194.928571	0	0	0	0	560	345	455	93	229	0	0	294	554	199	0
FUBP3	194.285714	0	0	0	0	532	137	848	0	176	0	0	238	565	224	0
AADAT	194.285714	0	0	0	0	216	243	855	128	348	0	0	0	686	244	0
SF3B3	194.214286	0	0	0	0	461	164	461	0	158	0	0	470	865	140	0
COG4	194.214286	0	0	0	0	461	164	461	0	158	0	0	470	865	140	0
PPIL3	193.785714	0	0	0	0	530	286	447	159	193	0	0	178	725	195	0
NIF3L1	193.785714	0	0	0	0	530	286	447	159	193	0	0	178	725	195	0
MRPS34	192.785714	0	0	0	0	1087	0	718	216	207	0	0	322	149	0	0
EME2	192.785714	0	0	0	0	1087	0	718	216	207	0	0	322	149	0	0
AFTPH	192.500000	0	0	0	0	416	201	244	0	237	0	0	273	1016	308	0
THUMPD3	192.214286	0	0	0	0	428	202	551	217	266	0	0	224	658	145	0
GPANK1	192.214286	0	0	0	0	456	200	481	0	0	0	0	541	782	231	0
CSNK2B	192.214286	0	0	0	0	456	200	481	0	0	0	0	541	782	231	0
KAT7	192.071429	0	0	0	0	539	188	404	166	202	0	0	355	673	162	0
MVB12A	191.642857	0	0	0	0	515	413	785	77	169	0	0	243	481	0	0
CD2BP2	191.571429	0	0	0	0	288	335	265	0	162	0	0	201	1083	348	0
STK35	191.214286	0	0	0	0	326	213	151	0	145	0	0	188	1228	426	0
PPP1R11	190.714286	0	0	0	0	489	248	416	139	154	0	0	250	813	161	0
HPS5	190.714286	0	0	0	0	505	280	451	180	177	0	0	359	510	208	0
GTF2H1	190.714286	0	0	0	0	505	280	451	180	177	0	0	359	510	208	0
DDX46	190.571429	0	0	0	0	472	188	490	151	222	0	0	413	488	244	0
ATG16L1	190.571429	0	0	0	0	735	0	540	93	337	0	0	311	508	144	0
PEX2	190.214286	0	0	0	0	646	230	323	0	127	0	0	223	886	228	0
RHOT2	189.857143	0	0	0	0	627	123	674	111	226	0	0	283	614	0	0
RABGEF1	189.857143	0	0	0	0	297	226	529	98	171	0	0	277	841	219	0
C2orf42	189.714286	0	0	0	0	464	186	336	144	162	0	0	320	810	234	0
MOCS3	189.571429	0	0	0	0	256	94	350	121	205	0	0	225	1142	261	0
DPM1	189.571429	0	0	0	0	256	94	350	121	205	0	0	225	1142	261	0
TM2D3	189.142857	0	0	0	0	448	198	324	0	146	0	0	301	987	244	0
CCDC9	188.785714	0	0	0	0	627	182	349	0	0	0	0	274	923	288	0
RAD18	188.142857	0	0	0	0	805	0	503	0	97	0	0	396	609	224	0
GTF2H2	187.928571	0	0	0	0	673	103	574	187	164	0	0	305	474	151	0
TMEM230	187.642857	0	0	0	0	749	132	576	198	288	0	0	214	470	0	0
RPL26L1	187.571429	0	0	0	0	507	232	395	81	202	0	0	369	592	248	0
ERCC6L2	187.000000	0	0	0	0	460	243	271	90	135	0	0	169	932	318	0
DMTF1	186.357143	0	0	0	0	290	196	463	131	194	0	0	331	815	189	0
PGS1	185.714286	0	0	0	0	801	133	482	143	273	0	0	372	396	0	0
USE1	185.500000	0	0	0	0	603	272	560	118	278	0	0	244	360	162	0
SHOC2	185.357143	0	0	0	0	549	412	279	0	0	0	0	134	764	457	0
BBIP1	185.357143	0	0	0	0	549	412	279	0	0	0	0	134	764	457	0
NUTM1	185.214286	0	0	0	0	442	424	566	137	199	0	0	220	443	162	0
NOP10	185.214286	0	0	0	0	442	424	566	137	199	0	0	220	443	162	0
STAM2	185.142857	0	0	0	0	517	192	313	0	242	0	0	330	662	336	0
SNRPD1	185.000000	0	0	0	0	633	152	553	197	197	0	0	291	391	176	0
XRN2	184.785714	0	0	0	0	361	0	381	289	215	0	0	188	911	242	0
COMMD2	184.142857	0	0	0	0	716	325	687	116	191	0	0	209	334	0	0
PRKCSH	184.071429	0	0	0	0	466	217	436	139	203	0	0	245	707	164	0
CCDC151	184.071429	0	0	0	0	466	217	436	139	203	0	0	245	707	164	0
ARHGEF7	183.785714	0	0	0	0	445	194	778	92	116	0	0	402	546	0	0
ERCC5	183.714286	0	0	0	0	617	259	745	186	188	0	0	210	367	0	0
CLPTM1L	183.642857	0	0	0	0	533	179	725	0	0	0	0	476	658	0	0
ZNF721	183.500000	0	0	0	0	638	229	656	141	190	0	0	333	382	0	0
PIGG	183.500000	0	0	0	0	638	229	656	141	190	0	0	333	382	0	0
CORO1C	183.000000	0	0	0	0	325	383	498	0	0	0	0	335	674	347	0
PDLIM5	182.857143	0	0	0	0	206	791	616	72	0	0	0	161	218	496	0
SF3B2	182.285714	0	0	0	0	330	217	404	0	113	0	0	286	1032	170	0
RPS19	181.928571	0	0	0	0	446	147	352	0	156	0	0	247	981	218	0
HEXA	181.642857	0	0	0	0	518	222	615	204	234	0	0	141	490	119	0
CYB561	181.285714	0	0	0	0	201	0	299	0	0	0	0	169	1527	342	0
EPN1	181.214286	0	0	0	0	607	198	618	0	125	0	0	263	726	0	0
ATP13A1	181.214286	0	0	0	0	350	167	366	0	119	0	0	315	1000	220	0
TMEM38A	180.571429	0	0	0	0	500	226	632	130	78	0	0	228	734	0	0
SMIM7	180.571429	0	0	0	0	500	226	632	130	78	0	0	228	734	0	0
SF3A3	180.500000	0	0	0	0	765	176	476	209	279	0	0	262	360	0	0
ZNF333	180.428571	0	0	0	0	512	278	572	0	0	0	0	503	661	0	0
STK11IP	180.428571	0	0	0	0	250	257	282	0	127	0	0	330	1003	277	0
METTL18	180.285714	0	0	0	0	531	142	602	141	202	0	0	242	529	135	0
C1orf112	180.285714	0	0	0	0	531	142	602	141	202	0	0	242	529	135	0
NPAT	180.071429	0	0	0	0	694	128	420	185	266	0	0	423	405	0	0
ATM	180.071429	0	0	0	0	694	128	420	185	266	0	0	423	405	0	0
TAF12	180.000000	0	0	0	0	540	244	444	102	189	0	0	388	613	0	0
GTF2A1	179.571429	0	0	0	0	237	169	438	137	141	0	0	181	969	242	0
ZSCAN25	179.500000	0	0	0	0	476	102	585	135	162	0	0	409	644	0	0
KAT5	178.642857	0	0	0	0	404	392	303	120	260	0	0	0	1022	0	0
SLC35F5	178.500000	0	0	0	0	668	0	429	258	265	0	0	295	436	148	0
ZBTB11	178.428571	0	0	0	0	425	289	452	169	135	0	0	188	615	225	0
FOSB	178.428571	0	0	0	0	321	230	80	0	0	0	0	226	1154	487	0
MTRNR2L9	178.285714	0	269	0	0	333	424	637	0	0	152	156	525	0	0	0
HMBS	177.857143	0	0	0	0	302	225	364	115	169	0	0	254	846	215	0
PRPF3	177.785714	0	0	0	0	354	212	615	129	211	0	0	124	661	183	0
GABPA	177.285714	0	0	0	0	540	283	408	112	296	0	0	153	547	143	0
ATP5PF	177.285714	0	0	0	0	540	283	408	112	296	0	0	153	547	143	0
CLN5	177.071429	0	0	0	0	494	357	731	162	180	0	0	308	247	0	0
YIPF2	176.928571	0	0	0	0	730	214	650	0	125	0	0	348	410	0	0
TIMM29	176.928571	0	0	0	0	730	214	650	0	125	0	0	348	410	0	0
MLF2	176.785714	0	0	0	0	492	126	460	0	103	0	0	208	927	159	0
UGGT1	176.642857	0	0	0	0	449	145	396	193	367	0	0	161	632	130	0
ZNF250	176.571429	0	0	0	0	538	115	271	0	0	0	0	139	1224	185	0
WDR36	176.571429	0	0	0	0	566	222	489	298	469	0	0	257	171	0	0
TSG101	176.500000	0	0	0	0	566	258	614	155	114	0	0	271	493	0	0
MRPL53	176.500000	0	0	0	0	557	94	683	261	343	0	0	242	291	0	0
MRPL24	176.214286	0	0	0	0	594	226	561	95	171	0	0	204	482	134	0
TIMMDC1	175.714286	0	0	0	0	424	303	504	0	113	0	0	289	711	116	0
PSMG3	175.714286	0	0	0	0	650	0	467	0	158	0	0	251	722	212	0
ASB6	175.714286	0	0	0	0	299	186	531	0	242	0	0	301	720	181	0
POGZ	175.642857	0	0	0	0	865	0	692	0	0	0	0	318	584	0	0
ITGB5	175.642857	0	0	0	0	893	93	563	0	114	0	0	341	455	0	0
CCP110	175.642857	0	0	0	0	528	0	485	96	177	0	0	205	686	282	0
NCSTN	175.500000	0	0	0	0	608	257	745	0	269	0	0	266	312	0	0
COPA	175.500000	0	0	0	0	608	257	745	0	269	0	0	266	312	0	0
C10orf88	175.357143	0	0	0	0	587	120	435	196	132	0	0	208	600	177	0
MEF2A	175.214286	0	0	0	0	616	157	390	0	160	0	0	369	761	0	0
ATXN2	175.000000	0	0	0	0	358	158	401	166	98	0	0	208	879	182	0
TRMT44	174.714286	0	0	0	0	673	128	393	190	146	0	0	420	496	0	0
ACOX3	174.714286	0	0	0	0	673	128	393	190	146	0	0	420	496	0	0
MKRN3	174.357143	0	0	0	0	0	0	883	0	0	0	0	1558	0	0	0
SF3B5	174.285714	0	0	0	0	505	174	403	122	179	0	0	309	482	266	0
VTA1	173.071429	0	0	0	0	416	132	309	128	417	0	0	207	642	172	0
SEC13	173.071429	0	0	0	0	647	157	554	79	148	0	0	323	515	0	0
NMBR	173.071429	0	0	0	0	416	132	309	128	417	0	0	207	642	172	0
EDC3	173.000000	0	0	0	0	469	145	795	89	176	0	0	239	509	0	0
POMP	172.857143	0	0	0	0	637	0	571	148	358	0	0	230	476	0	0
PAFAH1B2	172.785714	0	0	0	0	651	290	391	110	129	0	0	484	364	0	0
EXOC5	172.785714	0	0	0	0	609	161	429	95	135	0	0	174	570	246	0
AP5M1	172.785714	0	0	0	0	609	161	429	95	135	0	0	174	570	246	0
UNC50	172.642857	0	0	0	0	419	121	405	160	297	0	0	216	559	240	0
COA5	172.642857	0	0	0	0	419	121	405	160	297	0	0	216	559	240	0
COPB2	172.571429	0	0	0	0	445	134	509	0	142	0	0	378	489	319	0
KRR1	172.428571	0	0	0	0	497	0	688	199	210	0	0	248	431	141	0
SEC24C	172.214286	0	0	0	0	384	221	582	100	126	0	0	359	484	155	0
COPS9	172.142857	0	0	0	0	876	0	538	240	228	0	0	234	294	0	0
ULK4	172.071429	0	0	0	0	339	501	326	0	176	0	0	202	686	179	0
MINDY3	172.071429	0	0	0	0	440	116	545	0	167	0	0	351	608	182	0
E2F4	172.071429	0	0	0	0	529	180	477	0	269	0	0	213	596	145	0
PHAX	171.857143	0	0	0	0	412	185	461	0	164	0	0	347	695	142	0
SSBP1	171.785714	0	0	0	0	529	179	388	188	243	0	0	327	376	175	0
MED15	171.785714	0	0	0	0	561	0	337	144	162	0	0	1006	195	0	0
NGRN	171.428571	0	0	0	0	370	204	494	90	151	0	0	278	677	136	0
MANBAL	171.357143	0	0	0	0	328	82	798	178	240	0	0	253	520	0	0
ANKRD31	171.214286	0	0	0	0	538	151	332	129	136	0	0	340	771	0	0
CHCHD5	171.071429	0	0	0	0	406	138	317	207	248	0	0	238	538	303	0
RIPK1	170.857143	0	0	0	0	573	68	401	146	141	0	0	437	455	171	0
USPL1	169.571429	0	0	0	0	648	0	260	236	352	0	0	93	604	181	0
HMGB1	169.571429	0	0	0	0	648	0	260	236	352	0	0	93	604	181	0
RSL24D1	169.500000	0	0	0	0	347	261	497	119	264	0	0	157	590	138	0
TTC1	169.428571	0	0	0	0	839	176	491	0	186	0	0	158	388	134	0
TRNT1	169.428571	0	0	0	0	252	0	369	0	151	0	0	279	1037	284	0
XRCC4	169.285714	0	0	0	0	653	196	429	0	108	0	0	244	520	220	0
TMEM167A	169.285714	0	0	0	0	653	196	429	0	108	0	0	244	520	220	0
RPL19	169.285714	0	0	0	0	475	296	535	138	0	0	0	476	450	0	0
CDKL3	169.285714	0	0	0	0	383	460	467	199	113	0	0	395	353	0	0
PYROXD1	169.214286	0	0	0	0	551	244	482	77	184	0	0	253	578	0	0
ELP5	169.142857	0	0	0	0	366	159	542	0	126	0	0	212	799	164	0
CTDNEP1	169.142857	0	0	0	0	366	159	542	0	126	0	0	212	799	164	0
POLI	169.000000	0	0	0	0	583	264	470	120	227	0	0	228	474	0	0
ZNF226	168.857143	0	0	0	0	449	217	382	0	259	0	0	161	746	150	0
SRFBP1	168.571429	0	0	0	0	467	264	405	0	333	0	0	334	557	0	0
NSUN6	168.571429	0	0	0	0	844	120	409	0	118	0	0	234	462	173	0
DNAJC24	168.571429	0	0	0	0	584	0	1041	183	359	0	0	193	0	0	0
DCDC1	168.571429	0	0	0	0	584	0	1041	183	359	0	0	193	0	0	0
ARL5B	168.571429	0	0	0	0	844	120	409	0	118	0	0	234	462	173	0
UBE2F	168.428571	0	0	0	0	584	0	253	0	139	0	0	336	812	234	0
STMN3	168.357143	0	0	0	0	378	0	225	446	531	0	0	344	433	0	0
FRRS1	168.357143	0	0	0	0	470	375	693	103	118	0	0	263	335	0	0
CDK11A	168.357143	0	0	0	0	436	347	383	0	145	0	0	333	713	0	0
NAA35	167.928571	0	0	0	0	352	190	344	0	122	0	0	183	857	303	0
RPL29	167.642857	0	0	0	0	910	151	575	100	237	0	0	197	177	0	0
TATDN1	166.857143	0	0	0	0	352	220	491	85	103	0	0	203	676	206	0
NDUFB9	166.857143	0	0	0	0	352	220	491	85	103	0	0	203	676	206	0
FAM149B1	166.857143	0	0	0	0	447	207	523	159	264	0	0	224	381	131	0
ECD	166.857143	0	0	0	0	447	207	523	159	264	0	0	224	381	131	0
DPP8	166.785714	0	0	0	0	324	189	324	0	245	0	0	323	806	124	0
NAGK	166.714286	0	0	0	0	207	249	210	180	193	0	0	163	827	305	0
ZNF668	166.142857	0	0	0	0	500	227	438	0	232	0	0	184	550	195	0
ZNF646	166.142857	0	0	0	0	500	227	438	0	232	0	0	184	550	195	0
TEFM	166.142857	0	0	0	0	574	207	451	273	321	0	0	403	97	0	0
ZNF888	166.071429	0	0	0	0	684	223	732	108	115	0	0	126	0	337	0
TAF1C	166.000000	0	0	0	0	382	213	397	0	173	0	0	297	765	97	0
MFSD10	165.857143	0	0	0	0	688	129	796	127	162	0	0	217	203	0	0
ZNF594	165.571429	0	0	0	0	649	154	377	0	78	0	0	152	720	188	0
RPL38	165.571429	0	0	0	0	614	212	586	235	216	0	0	156	299	0	0
TSC2	165.357143	0	0	0	0	475	0	459	0	227	0	0	401	566	187	0
NTHL1	165.357143	0	0	0	0	475	0	459	0	227	0	0	401	566	187	0
DMAP1	165.214286	0	0	0	0	664	185	574	165	240	0	0	338	147	0	0
WDR24	165.142857	0	0	0	0	780	0	569	156	227	0	0	364	216	0	0
ZNF497	164.357143	0	0	0	0	546	229	229	0	123	0	0	333	687	154	0
SNIP1	164.357143	0	0	0	0	744	0	656	115	211	0	0	394	181	0	0
DDX42	164.214286	0	0	0	0	265	157	389	0	123	0	0	0	1113	252	0
CCDC47	164.214286	0	0	0	0	265	157	389	0	123	0	0	0	1113	252	0
CCNDBP1	164.142857	0	0	0	0	388	325	609	112	167	0	0	256	441	0	0
TUT1	164.071429	0	0	0	0	521	179	539	135	167	0	0	236	361	159	0
C18orf25	164.071429	0	0	0	0	733	170	476	0	198	0	0	205	296	219	0
WASL	163.928571	0	0	0	0	393	147	292	0	216	0	0	603	457	187	0
KLHL18	163.928571	0	0	0	0	368	443	325	81	122	0	0	390	376	190	0
KIF9	163.928571	0	0	0	0	368	443	325	81	122	0	0	390	376	190	0
IDH3B	163.928571	0	0	0	0	742	0	484	239	293	0	0	235	302	0	0
RNH1	163.857143	0	0	0	0	641	113	486	0	126	0	0	505	271	152	0
PRCP	163.857143	0	0	0	0	468	239	556	0	82	0	0	234	546	169	0
ZSCAN5A	163.714286	0	0	0	0	449	161	683	69	140	0	0	258	532	0	0
RER1	163.571429	0	0	0	0	493	101	384	0	186	0	0	306	675	145	0
MORN1	163.571429	0	0	0	0	493	101	384	0	186	0	0	306	675	145	0
INTS4	163.428571	0	0	0	0	369	154	541	86	277	0	0	174	568	119	0
PCM1	163.357143	0	0	0	0	685	187	529	120	141	0	0	315	310	0	0
LRRC47	163.285714	0	0	0	0	662	0	464	0	149	0	0	473	538	0	0
TANK	163.142857	0	0	0	0	496	158	449	178	334	0	0	323	346	0	0
MED11	163.142857	0	0	0	0	491	278	318	80	151	0	0	267	699	0	0
MAPK7	162.928571	0	0	0	0	430	145	440	0	189	0	0	155	738	184	0
B9D1	162.928571	0	0	0	0	430	145	440	0	189	0	0	155	738	184	0
NUF2	162.857143	0	0	0	0	653	109	497	178	354	0	0	366	123	0	0
CLPTM1	162.642857	0	0	0	0	360	329	227	0	99	0	0	295	742	225	0
ADAM17	162.571429	0	0	0	0	325	195	345	83	109	0	0	0	942	277	0
RMND1	162.428571	0	0	0	0	290	185	316	116	175	0	0	235	801	156	0
ARMT1	162.428571	0	0	0	0	290	185	316	116	175	0	0	235	801	156	0
GNAI3	162.357143	0	0	0	0	313	213	616	114	156	0	0	286	443	132	0
MAK16	162.142857	0	0	0	0	505	230	569	88	176	0	0	228	474	0	0
CCT2	162.142857	0	0	0	0	273	232	514	117	104	0	0	126	755	149	0
RPS3A	161.857143	0	0	0	0	556	98	436	161	229	0	0	150	494	142	0
PTGS2	161.357143	0	0	0	0	0	1440	819	0	0	0	0	0	0	0	0
RAD23A	161.285714	0	0	0	0	386	209	271	66	234	0	0	275	652	165	0
POLR2M	161.214286	0	0	0	0	668	247	669	81	107	0	0	248	237	0	0
TVP23B	161.000000	0	0	0	0	528	0	672	147	411	0	0	171	325	0	0
RTEL1	160.785714	0	0	0	0	501	0	632	184	201	0	0	168	484	81	0
SMIM26	160.571429	0	0	0	0	377	0	275	160	221	0	0	104	940	171	0
C12orf57	160.285714	0	0	0	0	557	409	471	89	0	0	0	363	227	128	0
NUP54	160.142857	0	0	0	0	505	174	371	202	266	0	0	264	460	0	0
XAB2	160.071429	0	0	0	0	560	186	416	0	191	0	0	447	441	0	0
SLC39A9	160.071429	0	0	0	0	413	217	391	0	0	0	0	145	793	282	0
NOC3L	160.071429	0	0	0	0	337	222	421	174	292	0	0	279	516	0	0
ERH	160.071429	0	0	0	0	413	217	391	0	0	0	0	145	793	282	0
NIP7	160.000000	0	0	0	0	492	180	425	77	158	0	0	281	509	118	0
COG8	160.000000	0	0	0	0	492	180	425	77	158	0	0	281	509	118	0
NUP160	159.142857	0	0	0	0	220	177	638	121	170	0	0	140	577	185	0
MYL12A	158.714286	0	0	0	0	493	180	255	104	197	0	0	207	640	146	0
THAP7	158.500000	0	0	0	0	352	180	299	117	0	0	0	613	455	203	0
SLC39A13	158.357143	0	0	0	0	422	254	496	0	123	0	0	264	658	0	0
ZNF84	158.142857	0	0	0	0	425	182	261	78	205	0	0	342	508	213	0
SNAP47	158.142857	0	0	0	0	720	0	476	139	279	0	0	401	199	0	0
JMJD4	158.142857	0	0	0	0	720	0	476	139	279	0	0	401	199	0	0
INAFM2	158.142857	0	0	0	0	425	98	715	0	0	0	0	416	306	254	0
SRP54	158.071429	0	0	0	0	538	121	498	164	256	0	0	0	470	166	0
DDIAS	158.000000	0	0	0	0	468	239	556	0	0	0	0	234	546	169	0
PDRG1	157.714286	0	0	0	0	521	131	495	118	193	0	0	177	432	141	0
MBD1	157.571429	0	0	0	0	447	256	656	87	216	0	0	150	394	0	0
PPAN-P2RY11	157.500000	0	0	0	0	157	343	337	84	246	0	0	218	691	129	0
PPAN	157.500000	0	0	0	0	157	343	337	84	246	0	0	218	691	129	0
ANKRD17	157.428571	0	0	0	0	588	93	537	170	221	0	0	328	267	0	0
