Target_genes	ELK4|Average	SRX065548|293	SRX065549|293	SRX150669|293	SRX644407|DU_145	SRX028644|HeLa	SRX028645|HeLa	SRX150431|HeLa	SRX13007931|Hep_G2	SRX13007932|Hep_G2	STRING
AP4E1	49.000000	0	0	0	0	0	159	282	0	0	0
ZNF112	48.888889	0	0	0	0	0	124	223	0	93	0
SEC13	48.777778	0	0	0	0	0	173	266	0	0	0
LTV1	48.777778	100	0	0	0	0	0	166	0	173	0
NTMT1	48.666667	0	0	0	0	0	203	235	0	0	0
GLE1	48.666667	0	0	0	0	124	103	211	0	0	0
CCPG1	48.666667	0	0	0	0	0	185	253	0	0	0
CCDC114	48.666667	0	0	0	0	169	0	269	0	0	0
C15orf65	48.666667	0	0	0	0	0	185	253	0	0	0
AGGF1	48.666667	0	0	0	0	0	129	200	0	109	0
ZFP91	48.555556	0	0	0	0	90	134	213	0	0	0
NF1	48.555556	0	0	0	0	158	0	279	0	0	0
LPXN	48.555556	0	0	0	0	90	134	213	0	0	0
EIF4A2	48.555556	0	0	0	0	0	189	248	0	0	0
ZNF225	48.444444	0	0	0	0	0	160	276	0	0	0
RNF216	48.444444	0	0	0	0	110	107	219	0	0	0
RMDN1	48.444444	0	0	0	0	0	158	278	0	0	0
AP3S1	48.444444	0	0	0	0	112	77	187	0	60	0
ZFYVE16	48.333333	0	0	0	0	87	122	226	0	0	0
PODNL1	48.333333	0	0	0	0	0	192	243	0	0	0
GPR107	48.333333	0	0	0	0	0	174	261	0	0	0
DCAF15	48.333333	0	0	0	0	0	192	243	0	0	0
CWF19L2	48.333333	0	0	0	0	0	195	240	0	0	0
WASHC2A	48.222222	0	0	0	0	0	171	263	0	0	0
MADD	48.222222	0	0	0	0	0	171	263	0	0	0
CGGBP1	48.222222	145	0	0	0	0	121	168	0	0	0
YIPF4	48.111111	0	0	0	0	0	198	235	0	0	0
THAP5	48.111111	0	0	0	0	0	158	275	0	0	0
TAB3	48.111111	0	0	0	0	0	169	264	0	0	0
POLQ	48.111111	0	0	0	0	0	179	254	0	0	0
HNRNPC	48.111111	0	0	0	0	0	181	252	0	0	0
GDI2	48.111111	184	0	0	0	0	0	131	0	118	0
DNAJB9	48.111111	0	0	0	0	0	158	275	0	0	0
ZNF140	48.000000	0	0	0	0	0	117	178	0	137	0
ZC3H18	48.000000	96	0	0	0	0	136	200	0	0	0
TMX3	48.000000	0	0	0	0	0	105	126	0	201	0
ELAC1	48.000000	0	0	0	0	0	149	180	0	103	0
CCDC102B	48.000000	0	0	0	0	0	105	126	0	201	0
HGH1	47.777778	0	0	0	0	133	0	183	0	114	0
DRG2	47.777778	0	0	0	0	0	187	243	0	0	0
DNAJA1	47.777778	0	0	0	0	0	173	257	0	0	0
CYSTM1	47.777778	0	0	0	0	0	167	263	0	0	0
EGR4	47.666667	334	0	0	0	0	0	0	0	95	0
DDX21	47.666667	0	0	0	0	0	150	279	0	0	0
PAF1	47.555556	0	0	0	0	0	186	242	0	0	0
ZSWIM8	47.444444	117	0	0	0	0	140	170	0	0	0
ARIH2	47.444444	0	0	0	0	88	132	207	0	0	0
RRP12	47.333333	0	0	0	0	0	167	259	0	0	0
RRN3	47.333333	0	0	0	0	104	146	176	0	0	0
POC1A	47.333333	0	0	0	0	0	180	246	0	0	0
NOXA1	47.333333	118	0	0	0	0	0	172	0	136	0
ITGB1BP1	47.333333	0	0	0	0	0	165	261	0	0	0
DUSP6	47.333333	0	0	0	0	0	178	248	0	0	0
CPSF3	47.333333	0	0	0	0	0	165	261	0	0	0
UVSSA	47.222222	135	0	0	0	0	99	191	0	0	0
PLPBP	47.222222	0	0	0	0	194	0	231	0	0	0
MFF	47.222222	0	0	0	0	0	0	0	0	425	0
TMEM267	47.111111	0	0	0	0	142	87	195	0	0	0
GLI4	47.111111	0	0	0	0	156	0	268	0	0	0
EIF4A1	47.000000	0	0	0	0	0	178	245	0	0	0
WASHC4	46.888889	0	0	0	0	101	0	169	0	152	0
GRB2	46.888889	0	0	0	0	0	182	240	0	0	0
ZNF740	46.777778	0	0	0	0	0	180	241	0	0	0
ZNF460	46.777778	0	0	0	0	0	176	245	0	0	0
THEM4	46.777778	0	0	0	0	0	198	223	0	0	0
RIC8A	46.777778	149	0	0	0	0	113	159	0	0	0
NCOA3	46.777778	0	0	0	0	0	0	201	75	145	0
ERLIN2	46.777778	0	0	0	0	0	0	124	121	176	0
DHX33	46.777778	0	0	0	0	0	196	225	0	0	0
CSAD	46.777778	0	0	0	0	0	180	241	0	0	0
BET1L	46.777778	149	0	0	0	0	113	159	0	0	0
AXL	46.777778	0	0	0	0	0	173	248	0	0	0
ARHGAP11A-SCG5	46.777778	0	0	0	0	0	172	249	0	0	0
ARHGAP11A	46.777778	0	0	0	0	0	172	249	0	0	0
NFATC2IP	46.666667	0	0	0	0	0	144	276	0	0	0
GNAI2	46.666667	0	0	0	0	0	154	266	0	0	0
BARHL1	46.666667	0	0	0	0	0	0	0	0	420	0
ZNF674	46.555556	0	0	0	0	70	144	205	0	0	0
PIGF	46.555556	0	0	0	0	0	149	163	0	107	0
ITGB5	46.555556	0	0	0	0	0	173	246	0	0	0
CRIPT	46.555556	0	0	0	0	0	149	163	0	107	0
CREBZF	46.444444	0	0	0	0	0	179	239	0	0	0
C10orf88	46.444444	0	0	0	0	0	177	241	0	0	0
TIMM9	46.333333	0	0	0	0	0	207	210	0	0	0
SLC39A6	46.333333	94	0	0	0	116	0	207	0	0	0
SBNO2	46.333333	0	0	0	0	137	0	280	0	0	0
KIAA0586	46.333333	0	0	0	0	0	207	210	0	0	0
CLBA1	46.333333	0	0	0	0	0	141	276	0	0	0
THEM6	46.222222	0	0	0	0	0	156	260	0	0	0
SNX14	46.222222	0	0	0	0	0	175	241	0	0	0
CHGB	46.222222	0	0	0	0	0	0	0	0	416	0
ZNF546	46.111111	0	0	0	0	109	105	201	0	0	0
TRMT11	46.111111	0	0	0	0	120	0	186	0	109	0
IFT22	46.111111	0	0	0	0	100	115	200	0	0	0
AFF4	46.111111	0	0	0	0	0	205	210	0	0	0
ZNF337	46.000000	0	0	0	0	0	0	0	291	123	0
ZKSCAN5	46.000000	0	0	0	0	0	153	261	0	0	0
FBXL19	46.000000	0	0	0	0	100	96	218	0	0	0
RPN2	45.888889	139	0	0	0	0	110	164	0	0	0
NUP35	45.888889	0	0	0	0	0	188	225	0	0	0
MROH8	45.888889	139	0	0	0	0	110	164	0	0	0
CLK3	45.888889	88	0	0	0	147	0	178	0	0	0
PANK3	45.777778	0	0	0	0	0	148	264	0	0	0
DDOST	45.777778	220	0	64	0	0	0	128	0	0	0
RPGR	45.666667	202	0	0	0	0	96	113	0	0	0
ERI1	45.666667	0	0	0	0	0	185	226	0	0	0
CCDC22	45.666667	0	0	0	0	161	0	250	0	0	0
UTP14A	45.555556	0	0	0	0	0	174	236	0	0	0
VPS41	45.444444	0	0	0	0	0	171	238	0	0	0
ARL5B	45.444444	0	0	0	0	0	137	272	0	0	0
C15orf40	45.222222	0	0	0	0	0	123	193	0	91	0
NUP54	45.111111	0	0	0	0	0	149	257	0	0	0
NSUN4	45.111111	0	0	0	0	0	181	225	0	0	0
FAAP20	45.111111	0	0	0	0	94	0	207	0	105	0
FAM8A1	45.000000	0	0	0	0	0	139	266	0	0	0
PDSS1	44.888889	125	0	0	0	0	0	125	0	154	0
JUN	44.888889	0	0	0	0	0	156	248	0	0	0
TMBIM4	44.777778	0	0	0	0	95	120	188	0	0	0
SLC25A20	44.777778	0	0	0	0	0	177	226	0	0	0
CFLAR	44.777778	0	0	0	0	0	191	212	0	0	0
APH1A	44.777778	0	0	0	0	0	165	238	0	0	0
ZCWPW2	44.666667	0	0	0	0	0	143	259	0	0	0
BCLAF1	44.666667	86	0	0	0	0	134	182	0	0	0
AZI2	44.666667	0	0	0	0	0	143	259	0	0	0
TSTD2	44.555556	101	0	0	0	0	136	164	0	0	0
NCBP1	44.555556	101	0	0	0	0	136	164	0	0	0
ACBD5	44.555556	0	0	0	0	0	188	213	0	0	0
SDHAF1	44.444444	0	0	0	0	157	0	243	0	0	0
DARS1	44.444444	0	0	0	0	0	161	239	0	0	0
CENPH	44.444444	0	0	0	0	119	98	183	0	0	0
ZNF839	44.333333	0	0	0	0	0	169	230	0	0	0
PCBP1	44.333333	0	0	0	0	0	177	222	0	0	0
HIPK1	44.333333	0	0	0	0	0	144	255	0	0	0
ELOC	44.333333	0	0	0	0	119	91	189	0	0	0
ARL6	44.333333	0	0	0	0	0	163	236	0	0	0
ZFP64	44.222222	0	0	0	0	0	113	205	0	80	0
PARS2	44.222222	0	0	0	0	0	178	220	0	0	0
NRDC	44.222222	0	0	0	0	0	189	209	0	0	0
EXOC7	44.222222	0	0	0	0	0	172	226	0	0	0
USP1	44.111111	0	0	0	0	0	161	236	0	0	0
TMEM175	44.111111	124	0	0	0	90	0	183	0	0	0
TAGLN	44.111111	0	0	0	0	0	153	244	0	0	0
NR6A1	44.111111	0	0	0	0	0	196	201	0	0	0
NPRL2	44.111111	0	0	0	0	0	95	113	0	189	0
GAK	44.111111	124	0	0	0	90	0	183	0	0	0
CYB561D2	44.111111	0	0	0	0	0	95	113	0	189	0
STAT2	43.888889	118	0	0	0	0	99	178	0	0	0
SLC39A3	43.888889	0	0	0	0	0	0	130	0	265	0
PLK4	43.888889	0	0	0	0	0	181	214	0	0	0
DNAJC2	43.888889	0	0	0	0	0	185	210	0	0	0
BLOC1S6	43.888889	0	0	0	0	85	108	202	0	0	0
ADGRE2	43.777778	0	0	0	0	0	199	195	0	0	0
ZNF623	43.666667	0	0	0	0	0	148	245	0	0	0
VARS1	43.666667	145	0	0	0	129	0	119	0	0	0
TRPT1	43.666667	116	0	0	0	0	80	197	0	0	0
TMEM69	43.666667	0	0	0	0	0	176	217	0	0	0
RPS20	43.666667	0	0	0	0	0	89	193	0	111	0
NUDT22	43.666667	116	0	0	0	0	80	197	0	0	0
HS1BP3	43.666667	0	0	0	0	0	200	193	0	0	0
ALKBH2	43.666667	0	0	0	0	93	0	141	0	159	0
PSMD4	43.555556	0	0	0	0	0	148	244	0	0	0
PARK7	43.555556	166	0	0	0	87	0	139	0	0	0
ATP5MG	43.555556	0	0	0	0	0	166	226	0	0	0
MMAA	43.444444	141	0	0	0	0	0	152	0	98	0
CFL1	43.444444	114	0	0	0	0	108	169	0	0	0
PRKDC	43.333333	0	0	0	0	0	0	161	0	229	0
MCM4	43.333333	0	0	0	0	0	0	161	0	229	0
SAAL1	43.222222	120	0	0	0	0	0	164	0	105	0
RWDD1	43.222222	0	0	0	0	0	185	204	0	0	0
C1QTNF6	43.222222	0	0	0	0	0	160	229	0	0	0
WDFY2	43.111111	0	0	0	0	123	105	160	0	0	0
MST1	43.111111	0	0	0	0	176	0	212	0	0	0
FAM91A1	43.111111	0	0	0	0	0	152	236	0	0	0
ZNF205	43.000000	0	0	0	0	0	162	225	0	0	0
XRCC2	43.000000	0	0	0	0	0	156	231	0	0	0
MPHOSPH10	43.000000	0	0	0	0	0	92	173	0	122	0
MCEE	43.000000	0	0	0	0	0	92	173	0	122	0
MAP2K3	43.000000	0	0	0	0	0	148	239	0	0	0
RECQL	42.888889	0	0	0	0	0	155	231	0	0	0
PPP6R1	42.888889	0	0	0	0	152	0	234	0	0	0
KHDRBS1	42.888889	0	0	0	0	150	0	236	0	0	0
HNRNPA1L2	42.888889	0	0	0	0	0	164	222	0	0	0
GOLT1B	42.888889	0	0	0	0	0	155	231	0	0	0
SRRM2	42.777778	0	0	0	0	84	109	192	0	0	0
TMEM127	42.666667	0	0	0	0	83	121	180	0	0	0
POLR3A	42.666667	0	0	0	0	109	85	190	0	0	0
MKRN3	42.666667	0	0	0	0	0	182	202	0	0	0
CIAO1	42.666667	0	0	0	0	83	121	180	0	0	0
C4orf3	42.666667	0	0	0	0	0	177	207	0	0	0
TSEN54	42.444444	194	0	0	0	0	0	188	0	0	0
SCP2	42.444444	0	0	0	0	0	161	221	0	0	0
CASKIN2	42.444444	194	0	0	0	0	0	188	0	0	0
RPS4X	42.333333	0	0	0	0	0	146	235	0	0	0
PSMB4	42.333333	0	0	0	0	0	145	236	0	0	0
PKP2	42.333333	0	0	0	0	0	145	236	0	0	0
PER2	42.333333	193	0	0	0	0	0	0	0	188	0
ORC4	42.333333	0	0	0	0	0	157	224	0	0	0
MBD5	42.333333	0	0	0	0	0	157	224	0	0	0
PSMG3	42.222222	0	0	0	0	0	166	214	0	0	0
NASP	42.222222	93	0	0	0	0	135	152	0	0	0
MMUT	42.222222	0	0	0	0	0	132	248	0	0	0
MEA1	42.222222	0	0	0	0	0	155	225	0	0	0
KLHDC3	42.222222	0	0	0	0	0	155	225	0	0	0
GALE	42.222222	0	0	0	0	0	133	247	0	0	0
CENPQ	42.222222	0	0	0	0	0	132	248	0	0	0
TSPAN6	42.111111	0	0	0	0	0	188	191	0	0	0
RARA	42.111111	0	0	0	0	0	167	212	0	0	0
ZNF284	42.000000	0	0	0	0	0	144	234	0	0	0
SMARCC1	42.000000	0	0	0	0	0	131	165	0	82	0
RAP2A	42.000000	0	0	0	0	0	148	230	0	0	0
CLEC16A	42.000000	0	0	0	0	0	0	158	82	138	0
PAPOLA	41.888889	0	0	0	0	0	134	243	0	0	0
WDR37	41.777778	0	0	0	0	0	138	238	0	0	0
USP39	41.777778	0	0	0	0	99	0	159	0	118	0
SLC25A11	41.777778	0	0	0	0	0	153	223	0	0	0
RNF167	41.777778	0	0	0	0	0	153	223	0	0	0
LCMT2	41.777778	0	0	0	0	94	96	186	0	0	0
C2orf68	41.777778	0	0	0	0	99	0	159	0	118	0
ADAL	41.777778	0	0	0	0	94	96	186	0	0	0
RFESD	41.666667	0	0	0	0	0	154	221	0	0	0
PPIA	41.666667	0	0	0	0	0	136	239	0	0	0
CD164	41.666667	0	0	0	0	0	166	209	0	0	0
ZNF586	41.444444	0	0	0	0	131	0	242	0	0	0
TESK1	41.333333	0	0	0	0	0	158	214	0	0	0
NDUFC2-KCTD14	41.333333	0	0	0	0	0	94	145	0	133	0
NDUFC2	41.333333	0	0	0	0	0	94	145	0	133	0
PEX3	41.222222	0	0	0	0	0	142	229	0	0	0
NT5C	41.222222	163	0	0	0	0	0	114	0	94	0
MRPS22	41.222222	0	0	0	0	0	128	243	0	0	0
ASPSCR1	41.222222	168	0	0	0	0	0	203	0	0	0
ADAT2	41.222222	0	0	0	0	0	142	229	0	0	0
SGK1	41.111111	0	0	0	0	0	167	203	0	0	0
NTSR2	41.111111	0	0	0	0	0	0	0	0	370	0
INCENP	41.111111	0	0	0	0	0	165	205	0	0	0
HECTD1	41.111111	0	0	0	0	0	0	114	0	256	0
POMP	41.000000	109	0	0	0	0	0	147	0	113	0
PIGH	40.888889	0	0	0	0	0	174	194	0	0	0
FAM174C	40.888889	162	0	0	0	99	0	107	0	0	0
EDC4	40.888889	0	0	0	0	0	141	227	0	0	0
CCZ1B	40.888889	0	0	0	0	0	184	184	0	0	0
AVL9	40.888889	0	0	0	0	0	154	214	0	0	0
FAM168A	40.777778	0	0	0	0	0	164	203	0	0	0
TMED8	40.666667	0	0	0	0	0	148	218	0	0	0
SLC37A3	40.666667	0	0	0	0	126	0	240	0	0	0
SAMD15	40.666667	0	0	0	0	0	148	218	0	0	0
PIK3C3	40.666667	0	0	0	0	0	138	228	0	0	0
PARL	40.666667	0	0	0	0	0	143	161	62	0	0
POLG2	40.555556	0	0	0	0	0	166	199	0	0	0
ITFG2	40.555556	0	0	0	0	0	134	231	0	0	0
ZNF654	40.444444	145	0	0	0	0	103	116	0	0	0
TIPIN	40.444444	0	0	0	0	0	162	202	0	0	0
PDZD11	40.444444	0	0	0	0	0	138	226	0	0	0
KIF4A	40.444444	0	0	0	0	0	138	226	0	0	0
USP48	40.333333	74	0	0	0	0	0	178	111	0	0
EIF2AK4	40.333333	0	0	0	0	0	155	208	0	0	0
ABCD4	40.333333	0	0	0	0	0	142	221	0	0	0
SLIRP	40.222222	0	0	0	0	0	127	235	0	0	0
PIK3R3	40.222222	0	0	0	0	0	0	0	0	362	0
ALKBH1	40.222222	0	0	0	0	0	127	235	0	0	0
POLR1E	40.111111	0	0	0	0	135	0	226	0	0	0
PLSCR1	40.111111	0	0	0	0	0	151	210	0	0	0
MED7	40.111111	0	0	0	0	0	161	200	0	0	0
C2orf50	40.111111	0	0	0	0	0	157	204	0	0	0
LYPLA2	40.000000	0	0	0	0	0	146	214	0	0	0
ZGRF1	39.888889	0	0	0	0	0	162	197	0	0	0
RPL30	39.888889	0	0	0	0	0	116	243	0	0	0
RABGAP1L	39.888889	0	0	0	0	0	147	212	0	0	0
LARP7	39.888889	0	0	0	0	0	162	197	0	0	0
C1D	39.888889	0	0	0	0	80	110	169	0	0	0
ZNF596	39.777778	0	0	0	0	122	0	236	0	0	0
VPS29	39.777778	0	0	0	0	0	0	128	0	230	0
RAD9B	39.777778	0	0	0	0	0	0	128	0	230	0
ECHDC1	39.777778	0	0	0	0	72	0	182	0	104	0
SRSF4	39.666667	0	0	0	0	148	0	209	0	0	0
PAXIP1	39.666667	0	0	0	0	0	151	206	0	0	0
MANBAL	39.666667	0	0	0	0	0	0	216	0	141	0
ZKSCAN2	39.555556	0	0	0	0	0	96	154	0	106	0
SNU13	39.555556	0	0	0	0	124	0	232	0	0	0
PSMC3	39.555556	0	0	0	0	0	146	210	0	0	0
ITGB1	39.555556	96	0	0	0	0	82	178	0	0	0
TFPT	39.444444	0	0	0	0	0	0	144	211	0	0
PRPF31	39.444444	0	0	0	0	0	0	144	211	0	0
WDR70	39.333333	0	0	0	0	0	154	200	0	0	0
RTL8A	39.333333	0	0	0	0	0	145	209	0	0	0
RNASEH2A	39.333333	0	0	0	0	165	0	189	0	0	0
NEDD1	39.333333	0	0	0	0	0	137	217	0	0	0
METTL9	39.333333	0	0	0	0	0	146	208	0	0	0
ZNF160	39.222222	195	0	0	0	0	0	158	0	0	0
TLN1	39.222222	0	0	0	0	0	152	201	0	0	0
SLC35A5	39.222222	0	0	0	0	0	142	211	0	0	0
PRPF38A	39.222222	0	0	0	0	0	140	213	0	0	0
PCYT1A	39.222222	0	0	0	0	0	136	217	0	0	0
ORC1	39.222222	0	0	0	0	0	140	213	0	0	0
CREB3	39.222222	0	0	0	0	0	152	201	0	0	0
ATG3	39.222222	0	0	0	0	0	142	211	0	0	0
AFG3L2	39.222222	0	0	0	0	0	142	211	0	0	0
ZNF131	39.111111	0	0	0	0	0	0	244	0	108	0
YTHDF3	39.111111	0	0	0	0	162	0	190	0	0	0
JMJD8	39.111111	0	0	0	0	144	0	208	0	0	0
DNAJC1	39.111111	0	0	0	0	146	0	206	0	0	0
ZNF232	39.000000	0	0	0	0	0	172	179	0	0	0
RBM8A	39.000000	0	0	0	0	0	116	235	0	0	0
OSGEPL1	39.000000	0	0	0	0	0	122	138	0	91	0
MIS12	39.000000	0	0	0	0	0	118	233	0	0	0
KLHDC4	39.000000	0	0	0	0	0	0	234	0	117	0
INAFM2	39.000000	168	0	0	0	0	0	183	0	0	0
FAM174A	39.000000	0	0	0	0	0	136	215	0	0	0
DERL2	39.000000	0	0	0	0	0	118	233	0	0	0
APMAP	38.888889	0	0	0	0	0	0	190	0	160	0
SREK1IP1	38.777778	0	0	0	0	0	167	182	0	0	0
KDM4C	38.777778	0	0	0	0	146	0	203	0	0	0
ICAM1	38.777778	0	0	0	0	0	160	189	0	0	0
GPATCH2L	38.777778	167	0	0	0	0	0	182	0	0	0
CWC27	38.777778	0	0	0	0	0	167	182	0	0	0
UGGT2	38.666667	0	0	0	0	0	85	164	0	99	0
SLC35A3	38.666667	0	0	0	0	0	137	211	0	0	0
ITGB8	38.666667	0	0	0	0	0	169	179	0	0	0
HDHD2	38.666667	0	0	0	0	0	142	206	0	0	0
SPATA2	38.555556	0	0	0	0	0	138	209	0	0	0
SIRT5	38.444444	0	0	0	0	0	152	194	0	0	0
SEC23B	38.444444	0	0	0	0	0	126	220	0	0	0
SART3	38.444444	0	0	0	0	0	153	193	0	0	0
ISCU	38.444444	0	0	0	0	0	153	193	0	0	0
FIS1	38.444444	0	0	0	0	0	138	208	0	0	0
DHX16	38.444444	0	0	0	0	0	134	212	0	0	0
LYRM1	38.333333	0	0	0	0	0	161	184	0	0	0
DCUN1D3	38.333333	0	0	0	0	0	161	184	0	0	0
CDK12	38.333333	0	0	0	0	0	143	202	0	0	0
ICE2	38.222222	0	0	0	0	0	135	209	0	0	0
CTDSP1	38.222222	0	0	0	0	0	118	226	0	0	0
COQ10B	38.222222	0	0	0	0	0	168	176	0	0	0
CHCHD2	38.222222	0	0	0	0	0	109	235	0	0	0
SRBD1	38.111111	0	0	0	0	0	158	185	0	0	0
PIGC	38.111111	0	0	0	0	0	130	213	0	0	0
C16orf46	38.111111	0	0	0	0	0	163	180	0	0	0
TXLNA	38.000000	0	0	0	0	0	162	180	0	0	0
RTTN	38.000000	0	0	0	0	0	157	185	0	0	0
RPL8	38.000000	0	0	0	0	0	122	220	0	0	0
IMP3	38.000000	106	0	0	0	96	0	140	0	0	0
HEATR1	38.000000	0	0	0	0	0	145	197	0	0	0
HAT1	38.000000	0	0	0	0	0	149	193	0	0	0
GYG2	38.000000	342	0	0	0	0	0	0	0	0	0
COQ8A	38.000000	0	0	0	0	0	127	215	0	0	0
ZCCHC7	37.888889	0	0	0	0	0	0	211	0	130	0
SRPRA	37.888889	0	0	0	0	130	0	211	0	0	0
MRPS36	37.888889	0	0	0	0	0	143	198	0	0	0
NFKBIL1	37.777778	0	0	0	0	0	130	210	0	0	0
DKC1	37.777778	0	0	0	0	0	83	141	0	116	0
ATP6V1G2	37.777778	0	0	0	0	0	130	210	0	0	0
ZNF684	37.666667	0	0	0	0	83	85	171	0	0	0
ZNF251	37.666667	0	0	0	0	0	129	210	0	0	0
TRMO	37.666667	0	0	0	0	140	0	199	0	0	0
TP53RK	37.666667	0	0	0	0	0	146	193	0	0	0
RBCK1	37.666667	0	0	0	0	0	145	194	0	0	0
FAM172A	37.666667	0	0	0	0	0	147	192	0	0	0
EMC8	37.666667	96	0	0	0	0	0	243	0	0	0
EIF1B	37.666667	0	0	0	0	0	129	210	0	0	0
COX4I1	37.666667	96	0	0	0	0	0	243	0	0	0
VPS37B	37.555556	0	0	0	0	127	0	211	0	0	0
TTC17	37.555556	0	0	0	0	0	132	206	0	0	0
SMC4	37.555556	0	0	0	0	0	149	189	0	0	0
MYBL1	37.555556	0	0	0	0	0	124	214	0	0	0
IFT80	37.555556	0	0	0	0	0	149	189	0	0	0
CDK7	37.555556	0	0	0	0	0	121	217	0	0	0
ZBTB9	37.444444	164	0	0	0	0	0	173	0	0	0
VAMP7	37.444444	0	0	0	0	144	0	193	0	0	0
N4BP2L2	37.444444	0	0	0	0	0	163	174	0	0	0
DDA1	37.444444	0	0	0	0	142	0	195	0	0	0
BECN1	37.444444	0	0	0	0	0	138	199	0	0	0
ZWILCH	37.333333	0	0	0	0	0	163	173	0	0	0
RPL4	37.333333	0	0	0	0	0	163	173	0	0	0
DDX56	37.333333	0	0	0	0	0	126	210	0	0	0
WEE1	37.222222	0	0	0	0	0	147	188	0	0	0
WBP1L	37.222222	0	0	0	0	0	154	181	0	0	0
TMEM120A	37.222222	116	0	0	0	0	102	117	0	0	0
SPATA6L	37.222222	0	0	0	0	0	129	206	0	0	0
PLPP6	37.222222	0	0	0	0	0	129	206	0	0	0
FTSJ1	37.222222	0	0	0	0	114	0	221	0	0	0
MYADM	37.111111	167	0	0	0	0	0	167	0	0	0
FAM136A	37.111111	0	0	0	0	0	111	120	0	103	0
EXD2	37.111111	0	0	0	0	0	135	199	0	0	0
THRAP3	37.000000	0	0	0	0	0	69	93	171	0	0
POU2F1	37.000000	0	0	0	0	0	147	186	0	0	0
PFDN2	37.000000	0	0	0	0	87	84	162	0	0	0
NIT1	37.000000	0	0	0	0	87	84	162	0	0	0
HDAC2	37.000000	0	0	0	0	0	0	0	0	333	0
CCDC137	37.000000	137	0	0	0	0	0	196	0	0	0
TRIM26	36.888889	0	0	0	0	0	0	160	0	172	0
TOR1AIP2	36.888889	0	0	0	0	114	0	218	0	0	0
SPICE1	36.888889	0	0	0	0	0	124	208	0	0	0
RBM6	36.888889	0	0	0	0	90	78	164	0	0	0
DLX4	36.888889	0	0	0	0	133	0	199	0	0	0
TMEM209	36.777778	0	0	0	0	0	120	211	0	0	0
TCTN3	36.777778	0	0	0	0	0	141	190	0	0	0
MED23	36.777778	0	0	0	0	0	145	186	0	0	0
KDM3A	36.777778	0	0	0	0	0	0	96	0	235	0
HAL	36.777778	0	0	0	0	0	149	182	0	0	0
CFDP1	36.777778	0	0	0	0	0	137	194	0	0	0
REEP3	36.666667	0	0	0	0	0	126	204	0	0	0
MRPS18A	36.666667	0	0	0	0	0	142	188	0	0	0
JMJD1C	36.666667	0	0	0	0	0	126	204	0	0	0
ZNF394	36.444444	0	0	0	0	0	139	189	0	0	0
TARBP2	36.444444	0	0	0	0	0	0	0	328	0	0
SMUG1	36.444444	0	0	0	0	0	124	204	0	0	0
TCEA2	36.333333	0	0	0	0	0	0	0	327	0	0
RAD54L2	36.333333	0	0	0	0	0	0	162	0	165	0
KNTC1	36.333333	0	0	0	0	0	158	169	0	0	0
PUM3	36.222222	0	0	0	0	0	146	180	0	0	0
MAPRE1	36.222222	0	0	0	0	114	0	212	0	0	0
INO80C	36.222222	0	0	0	0	0	140	186	0	0	0
DPY19L4	36.222222	0	0	0	0	0	144	182	0	0	0
DAZAP2	36.222222	0	0	0	0	0	138	188	0	0	0
SNRPD2	36.111111	0	0	0	0	139	0	186	0	0	0
QPCTL	36.111111	0	0	0	0	139	0	186	0	0	0
GOSR1	35.888889	0	0	0	0	0	131	192	0	0	0
GAR1	35.888889	0	0	0	0	0	129	194	0	0	0
ZNF669	35.777778	0	0	0	0	0	158	164	0	0	0
G3BP2	35.777778	0	0	0	0	133	0	189	0	0	0
COPZ1	35.777778	0	0	0	0	0	139	183	0	0	0
SLC16A5	35.666667	0	0	0	0	136	0	185	0	0	0
MTR	35.666667	0	0	0	0	0	111	210	0	0	0
WDR27	35.555556	0	0	0	0	0	0	223	0	97	0
C6orf120	35.555556	0	0	0	0	0	0	223	0	97	0
TMEM71	35.444444	190	0	0	0	0	0	129	0	0	0
SELENOS	35.444444	319	0	0	0	0	0	0	0	0	0
RAB27A	35.444444	0	0	0	0	0	148	171	0	0	0
PHF20L1	35.444444	190	0	0	0	0	0	129	0	0	0
OGG1	35.444444	0	0	0	0	0	142	177	0	0	0
MOB4	35.444444	0	0	0	0	0	0	115	0	204	0
CLDN23	35.444444	0	0	0	0	139	0	180	0	0	0
ARHGEF1	35.444444	172	0	0	0	0	0	147	0	0	0
TXNDC9	35.333333	0	0	0	0	0	104	160	0	54	0
CSTF3	35.333333	0	0	0	0	0	138	180	0	0	0
C6orf226	35.333333	0	0	0	0	0	100	218	0	0	0
ZNF229	35.222222	0	0	0	0	0	127	190	0	0	0
PSMD10	35.222222	0	0	0	0	0	123	194	0	0	0
CAPS2	35.222222	0	0	0	0	0	118	199	0	0	0
ATG4A	35.222222	0	0	0	0	0	123	194	0	0	0
STAMBP	35.111111	0	0	0	0	132	0	184	0	0	0
SLC38A1	35.111111	0	0	0	0	0	129	187	0	0	0
FUNDC2	35.111111	0	0	0	0	0	116	200	0	0	0
CPNE8	35.111111	0	0	0	0	0	123	193	0	0	0
HMGN4	35.000000	0	0	0	0	0	167	148	0	0	0
ZCCHC9	34.888889	0	0	0	0	0	119	195	0	0	0
MCM3	34.888889	0	0	0	0	0	96	157	0	61	0
LSM8	34.888889	0	0	0	0	0	98	216	0	0	0
EPB41L4B	34.888889	0	0	0	0	0	0	177	0	137	0
DSCC1	34.888889	129	0	0	0	0	0	185	0	0	0
